Sort,Variabele,Begrotingsprogramma,Thema,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,Groep,Format,Berekendevariabelen,Themakerncijfertabel,Tussenkopjekerncijfertabel,Kleurenpalet,Legendacode,Sdminimumbevtotaal,Sdminimumwvoorbag,Topicarea,Label1,Definition,Referencedate,Frequency
6030,BHWINKELAANBOD_R,Economie,Economie winkels,Dagelijkse boodschappen (1-10),Boodschappen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: 







Wat vindt u van het aanbod van winkels voor dagelijkse boodschappen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende)















Tot en met 2015 werd gevraagd naar het aanbod van winkelvoorzieningen. 







",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Commercial activities: Retail,Food shops (1-10),"Average answer to the question: 







What is your opinion on the availability of food shops in your neighbourhood? 1 = very insufficient and 10 = very sufficient 















Until 2015 this question was about shops in general. 







Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
6300,BHWPO_P,Economie,Economie sectie,% Werkzame personen O: overheid,% WP O: overheid,"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode O: Overheid. 















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,% Employees O: government,"Percentage of employees who work (at least 12 hours a week) for a company registered under section code O: government















Numbers are only available for areas with at least 5 companies in this section.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
6310,BHWPP_P,Economie,Economie sectie,% Werkzame personen P: onderwijs,% WP P: onderwijs,"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode P: Onderwijs. 















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,% Employees P: education,"Percentage of employees who work (at least 12 hours a week) for a company registered under section code P: education















Numbers are only available for areas with at least 5 companies in this section.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
6320,BHWPQ_P,Economie,Economie sectie,% Werkzame personen Q: gezondheids- en welzijnszorg,% WP Q: gezondheids- en welzijnszorg,"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode Q: Gezondheids- en welzijnszorg. 















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,% Employees Q: health care and welfare,"Percentage of employees who work (at least 12 hours a week) for a company registered under section code Q: health care and welfare















Numbers are only available for areas with at least 5 companies in this section.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
6330,BHWPR_P,Economie,Economie sectie,% Werkzame personen R: cultuur sport en recreatie,% WP R: cultuur sport en recreatie,"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging  met de sectiecode R: Cultuur, sport en recreatie. 















Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen.  















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,"% Employees R: culture, sports and recreation","Percentage of employees who work (at least 12 hours a week) for a company registered under section code R: culture, sports and recreation.















Numbers are only available for areas with at least 5 companies in this section.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
6340,BHWPS_P,Economie,Economie sectie,% Werkzame personen S: overige dienstverlening,% WP S: overige dienstverlening,"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode S: Overige dienstverlening. 















Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.















Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",LISA / O&S,1 april,1 keer per jaar,1,%,,F5.1,1,,,3,2,,,Commercial section,% Employees S: other services,"Percentage of employees who work (at least 12 hours a week) for a company registered under section code S: other services















Numbers are only available for areas with at least 5 companies in this section.















Since 2022, O&S has adopted the methodology of LISA, the national register of companies and employees, to determine the number of companies and employees per year. Because of this the reference date is April 1st and no longer January 1st. The statistics up to and including 2011 are based on the old O&S method (ARRA-data). The new method, based on LISA-data, is availabe from 2012 and onward, making comparison between years after 2012 possible.",1 April,once a year
7830,ILANGMINHH120_P,"Werk, inkomen en participatie",Inkomen,% Minimahuishoudens langdurig (120% WSM en weinig vermogen),% Minimahuishoudens langdurig,"Aandeel huishoudens met drie jaar of langer een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. Deze huishoudens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam.















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten.  Er is afgerond op 1 decimaal voor de stad, stadsdelen, 22 gebieden en 27 gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen.  Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,1,%,,F5.1,,"Werk, inkomen en participatie",Inkomen,2,1,,,Income,% Long-time minimum income households (120% WSM and little capital),"Percentage of households that have a minimum income during a period of at least three years















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a long-term minimum income.",Annual total,"every year, with a delay of three years"
7835,ILANGMIN130_P,"Werk, inkomen en participatie",Inkomen,% personen langdurig in minimahuishouden (130% sm en weinig vermogen),% langdurig minima,"Aandeel personen dat drie jaar of langer deel uitmaakt van een huishouden een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam.



Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,%,,F5.1,,,,2,1,,,Income,% Long-time minimum income (130% sm and little capital),"The percentage of individuals who have been part of a household for three years or longer with an income of up to 130% of the social minimum and wealth below the asset threshold for social assistance. Households with income below this threshold, known as ""minimum households,"" are eligible for poverty alleviation programs from the municipality of Amsterdam. This only concerns households with a full year of income. Student households and residents of institutions are excluded. Data has been rounded to one decimal place for the city, districts, and GGW areas, and to zero decimal places for other geographical divisions. Data is only presented for areas where fewer than 10 individuals cannot be identified. Any percentages above 90% have been capped at 90%.",Annual total,once a year
7840,ILAAGHH120_P,"Werk, inkomen en participatie",Inkomen,% Lage inkomens (huishoudens 120% WSM ),% Lage inkomens,"Aandeel huishoudens met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM). 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen, 22 gebieden en 27 gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,1,%,,F5.1,,,,2,1,,,Income,% Low income households (120% WSM),"Percentage of households that have an income below 120% of the legal social minimum (WSM)















Numbers are only available for areas with at least 10 households with a low income.",Annual total,"every year, with a delay of three years"
7845,ILAAGHH130_P,"Werk, inkomen en participatie",Inkomen,% Lage inkomens (huishoudens 130% sm),% Lage inkomens,"Aandeel huishoudens met een inkomen van maximaal 130% van het sociaal minimum. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet. 







",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,%,,F5.1,,,,2,1,,,Income,% Low income households (130% sm),"The percentage of households with an income of up to 130% of the social minimum. This only includes households with a full year of income. Student households and residents of institutions are excluded. Data has been rounded to one decimal place for the city, districts, and GGW areas, and to zero decimal places for other geographical divisions. Data is only presented for areas where fewer than 10 households cannot be identified. Any percentages above 90% have been capped at 90%.",Annual total,once a year
7850,ILANGLAAGHH120_P,"Werk, inkomen en participatie",Inkomen,% Lage inkomens langdurig (huishoudens 120% WSM ),% Lage inkomens langdurig,"Aandeel huishoudens met 3 jaar of langer een inkomen van maximaal  120% van het Wettelijk Sociaal Minimum (WSM). 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen, 22 gebieden en 27 gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 huishoudens. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,1,%,,F5.1,,,,2,1,,,Income,% Long-time low income households (120% WSM),"Percentage of households that have an income below 120% of the legal social minimum (WSM) during a period of at least three years















Numbers are only available for areas with at least 10 households with a long term low income.",Annual total,"every year, with a delay of three years"
6040,BH65PLUSWINKEL_R,Economie,Economie winkels,Dagelijkse boodschappen 65+ (1-10),Boodschappen 65+ (1-10),"Gemiddeld rapportcijfer dat 65-plussers geven als antwoord op de vraag: 







Wat vindt u van het aanbod van winkels voor dagelijkse boodschappen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende)















Tot en met 2015 werd gevraagd naar het aanbod van winkelvoorzieningen. 







",Wonen in Amsterdam,1 april,1 keer in de 2 jaar,3,,,F5.1,,,,1,1,,,Commercial activities: Retail,Food shops 65+ (1-10),"Average answer by people of 65 and older to the question: 







What is your opinion on the availability of food shops in your neighbourhood? 1 = very insufficient and 10 = very sufficient 















Until 2015 this question was about shops in general. 







Numbers are only available for areas with at least 20 respondents.",n.a.,every two years
7860,IMINJONG120_P,"Werk, inkomen en participatie",Inkomen,% Jongeren 0-17 in minimahuishouden (120% WSM en weinig vermogen),% Jongeren 0-17 in minimahuishouden (120),"Aandeel van de jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 jongeren. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,1,%,,F5.1,,"Onderwijs, jeugd en diversiteit",Jeugd,2,1,,,Income,% Minimum income youth 0-17 (120% WSM and little capital),"Percentage of 0- to 17-year-olds that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
7865,IMINJONG130_P,"Werk, inkomen en participatie",Inkomen,% Jongeren 0-17 in minimahuishouden (130% sm en weinig vermogen),% Jongeren 0-17 in minimahuishouden (130),"Aandeel jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam.



Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,%,,F5.1,,,,2,1,,,Income,% Minimum income youth 0-17 (130% sm and little capital),"The percentage of young people aged 17 and under who grow up in a household with an income of up to 130% of the social minimum and wealth below the asset threshold for social assistance. Households with income below this threshold, known as ""minimum households,"" are eligible for the poverty alleviation programs offered by the municipality of Amsterdam. This only includes households with a full year of income. Student households and residents of institutions are excluded. Data has been rounded to one decimal place for the city, districts, and GGW areas, and to zero decimal places for other geographical divisions. Data is only presented for areas where fewer than 10 individuals cannot be identified. Any percentages above 90% have been capped at 90%.",Annual total,once a year
7870,IMINVOLW120_P,"Werk, inkomen en participatie",Inkomen,% Minimavolwassenen (120% WSM en weinig vermogen),% Minimavolwassenen,"Aandeel van de 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 volwassenen. Eventuele percentages boven de 90% zijn op 90% gezet.







",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,1,%,,F5.1,,,,2,1,,,Income,% Minimum income 18-65 (120% WSM and little capital),"Percentage of 18 to 65-year-olds that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
7875,IMINVOLW130_P,"Werk, inkomen en participatie",Inkomen,% Volwassenen in minimahuishoudens (130% sm en weinig vermogen),% Volwassenen in minimahuisouden,"Aandeel 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. 

Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 personen.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,%,,F5.1,,,,2,1,,,Income,% Minimum income 18-65 (130% sm and little capital),"The percentage of individuals aged 18 to 65 who are part of a household with an income of up to 130% of the social minimum and wealth below the asset threshold for social assistance. Households below this income threshold, referred to as ""minimum households,"" are eligible for poverty alleviation programs from the municipality of Amsterdam. This only includes households with a full year of income. Student households and residents of institutions are excluded. Data is only presented for the city, districts, and GGW areas, ensuring that information cannot be traced back to fewer than 10 individuals.",Annual total,once a year
7880,IMINOUD120_P,"Werk, inkomen en participatie",Inkomen,% Minimaouderen (120% WSM en weinig vermogen),% Minimaouderen,"Aandeel van de ouderen (66+) dat deel uitmaakt van een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 ouderen. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,"1 keer per jaar, met 3 jaar vertraging",1,%,,F5.1,,,,2,1,,,Income,% Minimum income 66+ (120% WSM and little capital),"Percentage of 66 -year-olds and over that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
7885,IMINOUD130_P,"Werk, inkomen en participatie",Inkomen,%Ouderen in minimahuishoudens (130% sm en weinig vermogen),% Ouderen in minimahuishouden,"Aandeel ouderen (66+) dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er is afgerond op 1 decimaal voor de stad, stadsdelen en GGW-gebieden. Voor de overige gebiedsindelingen is afgerond op 0 decimalen. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 personen. Eventuele percentages boven de 90% zijn op 90% gezet.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,%,,F5.1,,,,2,1,,,Income,% Minimum income 66+ (130% sm and little capital),"The percentage of elderly (66+) who are part of a household with an income of up to 130% of the social minimum and assets below the asset threshold for social assistance. Households with an income below this threshold, known as low-income households, are eligible for poverty alleviation programs offered by the municipality of Amsterdam. This only includes households with a full year of income. Student households and residents of institutions have been excluded. The data is rounded to one decimal point for the city, districts, and GGW areas. For other area classifications, the data is rounded to zero decimal points. Data is only presented for areas where it is not possible to trace the information back to fewer than 10 individuals. Any percentages above 90% are capped at 90%.",Annual total,once a year
7890,IMINJONG120,"Werk, inkomen en participatie",Inkomen,Jongeren 0-17 in minimahuishouden (120% WSM en weinig vermogen),Jongeren 0-17 in minimahuishouden (120),"Aantal jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 jongeren.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,2,,,F8.,,,,9,3,,,Income,Minimum income youth 0-17 (120% WSM and little capital),"Number of 0- to 17-year-olds that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
7895,IMINJONG130,"Werk, inkomen en participatie",Inkomen,Jongeren 0-17 in minimahuishouden (130% sm en weinig vermogen),Jongeren 0-17 in minimahuishouden (130),"Aantal jongeren tot en met 17 jaar dat opgroeit in een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 jongeren.







",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,,,F8.,,,,9,3,,,Income,Minimum income youth 0-17 (130% sm and little capital),"The number of young people up to the age of 17 growing up in a household with an income of up to 130% of the social minimum and assets below the asset threshold for social assistance. Households with an income below this threshold, known as low-income households, are eligible for poverty alleviation programs offered by the municipality of Amsterdam. This only includes households with a full year of income. Student households and residents of institutions have been excluded. Data is only presented for the city, districts, and GGW areas, ensuring that no data can be traced back to fewer than 10 young people.",Annual total,once a year
7900,IMINVOLW120,"Werk, inkomen en participatie",Inkomen,Minimavolwassenen (120% WSM en weinig vermogen),Minimavolwassenen,"Aantal 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 volwassenen.







",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,2,,,F5.1,,,,9,3,,,Income,Minimum income 18-65 (120% WSM and little capital),"Number of 18 to 65-year-olds that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
7905,IMINVOLW130,"Werk, inkomen en participatie",Inkomen,Volwassenen in minimahuishoudens (130% sm en weinig vermogen),Volwassenen in minimahuisouden,"Aantal 18 t/m 65-jarigen dat deel uitmaakt van een huishouden met een inkomen van maximaal 130% van het sociaal minimum en een vermogen onder de vermogenstoets voor de bijstand. De huishoudens met een inkomen onder deze grens, de zogenaamde minimahuishoudens, komen in aanmerking voor de armoedebestrijdingsregelingen van de gemeente Amsterdam. Het betreft alleen huishoudens met een heel jaar inkomen. Studentenhuishoudens en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor de stad, stadsdelen en GGW-gebieden, waarbij ervoor gezorgd is dat er geen gegevens te herleiden zijn tot minder dan 10 personen.",CBS / IIV / bewerking O&S,jaarcijfer,1 keer per jaar,,,,F8.,,,,9,3,,,Income,Minimum income 18-65 (130% sm and little capital),"The number of people aged 18 to 65 who are part of a household with an income of up to 130% of the social minimum and assets below the asset threshold for social assistance. Households with an income below this threshold, known as low-income households, are eligible for poverty alleviation programs offered by the municipality of Amsterdam. This only includes households with a full year of income. Student households and residents of institutions have been excluded. Data is only presented for the city, districts, and GGW areas, ensuring that no data can be traced back to fewer than 10 individuals.",Annual total,once a year
7910,IMINOUD120,"Werk, inkomen en participatie",Inkomen,Minimaouderen (120% WSM en weinig vermogen),Minimaouderen,"Aantal ouderen (66+) dat deel uitmaakt van een huishouden met een inkomen van maximaal 120% van het Wettelijk Sociaal Minimum (WSM) en een vermogen onder de vermogenstoets voor de bijstand. 















Het betreft alleen huishoudens met een heel jaar inkomen. Studenten en bewoners van instituten zijn buiten beschouwing gelaten. Er worden alleen gegevens gepresenteerd voor gebieden waarbij geen gegevens te herleiden zijn tot minder dan 10 ouderen.",CBS / IIV / bewerking O&S,jaarcijfer,"1 keer per jaar, met 3 jaar vertraging",2,,,F8.,,,,9,3,,,Income,Minimum income 66+ (120% WSM and little capital),"Number of 66-year-olds and over that are part of a household with a minimum income















A minimum income household has an income below 120% of the legal social minimum (WSM) and capital below the maximum level for social welfare. 















Numbers are only available for areas with at least 10 households with a minimum income.",Annual total,"every year, with a delay of three years"
